Title,Categories
HBR Guide to Better Business Writing by Bryan A. Garner,"Books on Business Management, Books on Writing, Books on Communication, Books on Career Development, Books on Leadership, Books on Productivity, Books on Management, Books on Professional Skills, Books on Self-Help, Books on Personal Development, Books on Entrepreneurship, Books on Marketing, Books on Sales, Books on Networking, Books on Success"
HBR Guide to Persuasive Presentations by Nancy Duarte,"Books on Presentation Skills, Books on Communication, Books on Public Speaking, Books on Business, Books on Leadership, Books on Marketing, Books on Self-Discovery, Books on Self-Care, Books on Personal Development, Books on Entrepreneurship, Books on Career Development, Books on Management, Books on Networking, Books on Learning, Books on Product Management"
"Think Like a Freak: The Authors of Freakonomics Offer to Retrain Your Brain by Steven D. Levitt, Stephen J. Dubner","Books on Economics, Books on Psychology, Books on Behavioral Economics, Books on Critical Thinking, Books on Problem Solving, Books on Decision Making, Books on Statistics, Books on Marketing, Books on Business Strategy, Books on Entrepreneurship, Books about Personal Development, Books on Self-Help, Books on Learning, Books on Productivity"
"Scrum: a Breathtakingly Brief and Agile Introduction by Chris Sims, Hillary Louise Johnson","Books on Agile, Books on Project Management, Books on Scrum, Books on Business Development, Books on Leadership, Books on Management, Books on Software Engineering, Books on Technology, Books on Entrepreneurship, Books on Career Development, Books on Self-Discovery, Books on Self-Help, Books on Productivity, Books on Learning, Books on Networking"
The Dip: A Little Book That Teaches You When to Quit (and When to Stick) by Seth Godin,"Books on Self-Help, Motivational Books, Books on Personal Development, Books on Success, Books on Quitting, Books on Persistence, Books on Decision Making, Books on Entrepreneurship, Books on Career Development, Books on Goal Setting, Books on Resilience, Books on Overcoming Adversity, Books on Perseverance, Books on Self-Discipline, Books on Mindset"
"Spark: The Revolutionary New Science of Exercise and the Brain by John J. Ratey, MD","Books on Exercise, Books on Neuroscience, Books on Mental Health, Books on Brain Function, Books on Fitness, Books on Psychology, Books on Health, Books on Self-Help, Books on Cognitive Function, Books on Mind-Body Connection, Books on Wellness, Books on Physical Activity, Books on Brain Health, Books on Neuroplasticity, Books on Exercise Science"
"Stay Sexy & Don't Get Murdered: The Definitive How-To Guide by Karen Kilgariff, Georgia Hardstark","Books on True Crime
Books on Self-Help
Books on Personal Development
Books on Women Empowerment
Books on Mental Health
Books on Relationships
Books on Memoir
Books on Feminism
Books on Addiction
Books on Anxiety
Books on Depression
Books on Motivation
Books on Overcoming Adversity
Books on Self-Love
Books on Empathy"
Range: Why Generalists Triumph in a Specialized World by David Epstein,"Books on Psychology, Books on Education, Books on Career Development, Books on Personal Development, Books on Learning, Books on Creativity, Books on Problem Solving, Books on Critical Thinking, Books on Leadership, Books on Management, Books on Entrepreneurship, Books on Productivity, Books on Networking, Books on Self-Discovery, Books on Self-Love"
How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life by Scott Adams,"Books on Business Management, Books on Self-Help, Books on Success, Books on Entrepreneurship, Books on Personal Development, Books on Motivation, Books on Goal Setting, Books on Career Change, Books on Leadership, Books on Productivity, Books on Time Management, Books on Failure, Books on Resilience, Books on Learning, Books on Creativity"
"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed by Lori Gottlieb","Books on Psychology, Books on Therapy, Books on Mental Health, Books on Self-Help, Books on Relationships, Books on Personal Development, Books on Memoirs, Books on Emotional Intelligence, Books on Self-Discovery, Books on Counseling, Books on Healing, Books on Self-Care, Books on Self-Love, Books on Women's Health, Books on Life Coaching"
"The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure by Jonathan Haidt, Greg Lukianoff","Books on Psychology, Books on Education, Books on Social History, Books on Sociology, Books on Mental Health, Books on Political Science, Books on American History, Books on Parenting, Books on Self-Help, Books on Social Skills, Books on Personal Development, Books on Cultural History, Books on Ethics, Books on Social Anxiety, Books on College Life"
TED Talks Storytelling Techniques: 23 Storytelling Techniques from the Best TED Talks by Akash Karia,"Books on Storytelling, Books on Public Speaking, Books on Communication, Books on Presentation Skills, Books on Writing, Books on Creativity, Books on Personal Development, Books on Self-Help, Books on Motivation, Books on Inspiration, Books on TED Talks, Books on Speaking Skills, Books on Leadership, Books on Success, Books on Career Development"
Me: Elton John Official Biography by Elton John,"Books about Music, Autobiography Books, Books on Addiction, Books on LGBTQ+, Books on Mental Health, Books on Success, Books on Relationships, Books on Fame, Books on LGBTQ+ History, Books on Pop Culture, Books on the 20th Century, Books on Rock and Roll, Books on the Music Industry, Books on Celebrity Culture, Books on Personal Development"
"Year of Yes: How to Dance it Out, Stand in the Sun, and Be Your Own Person by Shonda Rhimes","Books on Self-Help for Women, Books on Personal Development, Books on Confidence, Books on Empowerment, Books on Self-Love, Books on Motivation, Books on Success, Books on Happiness, Books on Career Development, Books on Women Empowerment, Books on Self-Discovery, Books on Self-Care, Books on Self-Esteem, Books on Life Coaching, Books on Positive Thinking"
Start with No: The Negotiating Tools That the Pros Don't Want You to Know by Jim Camp,"Books on Negotiation, Books on Sales, Books on Communication, Books on Business, Books on Leadership, Books on Psychology, Books on Persuasion, Books on Conflict Resolution, Books on Decision Making, Books on Self-Help, Books on Success, Books on Entrepreneurship, Books on Management, Books on Career Development, Books on Business Strategy"
Be Calm: Proven Techniques to Stop Anxiety Now by Jill Weber,"Books on Anxiety, Books on Mental Health, Books on Self-Help, Books on Psychology, Books on Stress Management, Books on Self-Care, Books on Mindfulness, Books on Emotional Intelligence, Books on Self-Love, Books on Coping with Anxiety, Books on Overcoming Fear, Books on Calming Techniques, Books on Relaxation, Books on Meditation, Books on Breathing Exercises"
The Personal MBA: Master the Art of Business by Josh Kaufman,"Books on Business Management, Books on Marketing Strategy, Books on Sales, Books on Entrepreneurship, Books on Finance, Books on Leadership, Books on Personal Development, Books on Investing, Books on Career Development, Books on Startups, Books on Management, Books on Business Strategy, Books on Financial Independence, Books on Small Business, Books on CEO"
Scientific Advertising by Claude C. Hopkins,"Books on Advertising, Books on Marketing, Books on Sales, Books on Psychology, Books on Business, Books on Entrepreneurship, Books on Copywriting, Books on Branding, Books on Communication, Books on Persuasion, Books on Social Skills, Books on Productivity, Books on Self-Help, Books on Psychology for Beginners, Books on Success"
"Make It Stick: The Science of Successful Learning by Peter C. Brown, Mark A. McDaniel, Henry L. Roediger III","Books on Learning, Books on Psychology, Books on Education, Books on Cognitive Behavioral Therapy, Books on Memory, Books on Neuroscience, Books on Self-Help, Books on Personal Development, Books on Success, Books on Productivity, Books on Improving Memory, Books on Learning, Books on Mental Toughness, Books on Self-Love, Books on Mental Health"
The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work by Shawn Achor,"Books on Positive Psychology, Books on Success, Books on Performance at Work, Books on Psychology, Books on Self-Help, Books on Personal Development, Books on Happiness, Books on Motivation, Books on Mindset, Books on Work, Books on Productivity, Books on Well-being, Books on Positive Thinking, Books on Goal Setting, Books on Mental Health"
Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant by W. Chan Kim,"Books on Business Management, Books on Marketing Strategy, Books on Innovation, Books on Entrepreneurship, Books on Strategic Thinking, Books on Sales, Books on Leadership, Books on Finance, Books on Business Strategy, Books on Management, Books on Product Management, Books on Networking, Books on Advertising, Books on Productivity, Books on Self-Discovery"
The Industries of the Future by Alec Ross,"Books on Technology, Books on Future Trends, Books on Innovation, Books on Digital Transformation, Books on Entrepreneurship, Books on Business Strategy, Books on Economics, Books on International Relations, Books on Politics, Books on Sociology, Books on Social History, Books on Globalization, Books on Artificial Intelligence, Books on Data Analytics, Books on Cyber Security"
"The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science by Norman Doidge, M.D.","Books on Neuroscience, Books on Psychology, Books on Brain Science, Books on Neuroplasticity, Books on Mental Health, Books on Personal Development, Books on Neurology, Books on Cognitive Science, Books on Healing, Books on Self-Help, Books on Neurological Disorders, Books on Brain Function, Books on Neurological Research, Books on Brain Plasticity, Books on Brain Health"
